epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
66,2593.9,0.77687,0.47946,1.07755,0.95426,0.84533,0.88314,0.70607,0.77631,0.55219,1.14371,0.001571,0.001571,0.001571
67,2631.9,0.75928,0.47225,1.06118,0.97674,0.84267,0.89052,0.72667,0.75472,0.54154,1.11529,0.0015644,0.0015644,0.0015644
68,2669.64,0.76038,0.47434,1.05127,0.96332,0.84037,0.89387,0.73625,0.76132,0.57405,1.11804,0.0015578,0.0015578,0.0015578
69,2707.28,0.78261,0.49425,1.0702,0.96919,0.83733,0.88398,0.70378,0.81945,0.60427,1.16451,0.0015512,0.0015512,0.0015512
70,2746.16,0.78066,0.47902,1.05478,0.96966,0.85333,0.89123,0.73593,0.73981,0.53987,1.11904,0.0015446,0.0015446,0.0015446
71,2783.58,0.7519,0.47499,1.05279,0.96325,0.83876,0.90272,0.7054,0.85851,0.60726,1.17014,0.001538,0.001538,0.001538
72,2821.1,0.77924,0.49662,1.0688,0.97692,0.83733,0.88987,0.7336,0.75169,0.58211,1.11649,0.0015314,0.0015314,0.0015314
73,2859.19,0.75992,0.47172,1.05988,0.96987,0.80533,0.87541,0.68017,0.89743,0.67182,1.24476,0.0015248,0.0015248,0.0015248
74,2897.52,0.73292,0.46418,1.05303,0.96883,0.84533,0.89199,0.71742,0.78638,0.55454,1.14063,0.0015182,0.0015182,0.0015182
75,2936.92,0.73267,0.45619,1.03814,0.96593,0.82133,0.88751,0.71673,0.79425,0.57495,1.14851,0.0015116,0.0015116,0.0015116
76,2974.47,0.72288,0.44894,1.04536,0.96663,0.864,0.89926,0.73534,0.7216,0.5298,1.089,0.001505,0.001505,0.001505
77,3011.81,0.74606,0.45241,1.04147,0.9724,0.84557,0.89283,0.73956,0.73198,0.52932,1.08947,0.0014984,0.0014984,0.0014984
78,3049.38,0.71228,0.44261,1.02989,0.97739,0.85333,0.89523,0.7305,0.76159,0.53154,1.11261,0.0014918,0.0014918,0.0014918
79,3087.63,0.72653,0.45599,1.03011,0.95766,0.824,0.87565,0.70827,0.76033,0.57806,1.11074,0.0014852,0.0014852,0.0014852
80,3125.44,0.71909,0.45082,1.03133,0.972,0.848,0.88824,0.72209,0.77538,0.55229,1.12289,0.0014786,0.0014786,0.0014786
81,3162.85,0.75212,0.45505,1.05543,0.98417,0.82891,0.87869,0.72443,0.75372,0.59935,1.12238,0.001472,0.001472,0.001472
82,3200.75,0.73048,0.45649,1.03308,0.98514,0.83733,0.90156,0.73191,0.74698,0.52864,1.10821,0.0014654,0.0014654,0.0014654
83,3238.48,0.71488,0.444,1.03091,0.98133,0.84116,0.89313,0.72206,0.77999,0.54719,1.11381,0.0014588,0.0014588,0.0014588
84,3276.34,0.71283,0.44367,1.0227,0.98301,0.84,0.89727,0.7304,0.75987,0.54515,1.10911,0.0014522,0.0014522,0.0014522
85,3314.83,0.72826,0.45501,1.04084,0.96626,0.84017,0.89574,0.72758,0.73444,0.54587,1.1096,0.0014456,0.0014456,0.0014456
86,3352.36,0.72426,0.43978,1.03874,0.9783,0.84162,0.89168,0.72079,0.75509,0.51987,1.10576,0.001439,0.001439,0.001439
87,3389.94,0.726,0.442,1.02878,0.97786,0.83733,0.88537,0.71717,0.77519,0.55801,1.12461,0.0014324,0.0014324,0.0014324
88,3427.39,0.71827,0.44505,1.02345,0.95179,0.848,0.89391,0.74507,0.72634,0.54438,1.10812,0.0014258,0.0014258,0.0014258
89,3464.99,0.70627,0.43957,1.02127,0.96104,0.85504,0.89736,0.73551,0.71363,0.49502,1.10605,0.0014192,0.0014192,0.0014192
90,3503.46,0.71517,0.4344,1.02139,0.96606,0.84267,0.89126,0.72041,0.77373,0.54903,1.11371,0.0014126,0.0014126,0.0014126
91,3540.91,0.70502,0.4431,1.02161,0.97673,0.84267,0.89072,0.7103,0.8078,0.53637,1.13994,0.001406,0.001406,0.001406
92,3578.61,0.70249,0.43575,1.01948,0.9601,0.85067,0.89951,0.72911,0.76272,0.53119,1.11609,0.0013994,0.0013994,0.0013994
93,3615.98,0.7086,0.44339,1.017,0.96866,0.848,0.89991,0.73508,0.75142,0.52575,1.11451,0.0013928,0.0013928,0.0013928
94,3653.64,0.70321,0.43043,1.02307,0.97403,0.856,0.9021,0.72606,0.7445,0.52374,1.12413,0.0013862,0.0013862,0.0013862
95,3692.69,0.70947,0.42721,1.01531,0.96932,0.8424,0.88889,0.71704,0.75929,0.55231,1.11127,0.0013796,0.0013796,0.0013796
96,3729.83,0.69827,0.42762,1.01261,0.98392,0.84,0.88981,0.73516,0.72037,0.52998,1.10358,0.001373,0.001373,0.001373
97,3767.66,0.68245,0.42259,1.00947,0.96211,0.864,0.89885,0.74311,0.71948,0.50689,1.08763,0.0013664,0.0013664,0.0013664
98,3805.76,0.70557,0.43002,1.02349,0.97487,0.856,0.89142,0.73192,0.73741,0.52832,1.11267,0.0013598,0.0013598,0.0013598
99,3843.59,0.69806,0.43035,1.02494,0.97769,0.84,0.8929,0.72741,0.72891,0.52642,1.11292,0.0013532,0.0013532,0.0013532
100,3881.95,0.70107,0.44656,1.02088,0.98121,0.82933,0.87544,0.71971,0.78152,0.58392,1.15457,0.0013466,0.0013466,0.0013466
101,3919.6,0.69149,0.44017,1.01862,0.98069,0.85067,0.89747,0.73482,0.73176,0.50746,1.09778,0.00134,0.00134,0.00134
102,3957.62,0.69258,0.42935,1.00988,0.9697,0.85336,0.89456,0.72694,0.76733,0.53753,1.13592,0.0013334,0.0013334,0.0013334
103,3995.63,0.68947,0.42838,1.01262,0.98154,0.85061,0.89695,0.73585,0.72336,0.52022,1.10081,0.0013268,0.0013268,0.0013268
