epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,1256.09,0.80165,0.48255,1.10664,0.93181,0.832,0.8758,0.69854,0.8342,0.66387,1.20329,0.001703,0.001703,0.001703
47,1282.83,0.81157,0.48843,1.10091,0.96511,0.82667,0.88645,0.71158,0.81441,0.58215,1.16144,0.0016964,0.0016964,0.0016964
48,1309.61,0.80743,0.49067,1.10657,0.94045,0.84533,0.88797,0.71653,0.76557,0.5708,1.14899,0.0016898,0.0016898,0.0016898
49,1337.59,0.77948,0.48574,1.08771,0.94361,0.83733,0.88606,0.68986,0.87251,0.63731,1.21648,0.0016832,0.0016832,0.0016832
50,1365.87,0.79465,0.48363,1.09138,0.94935,0.82667,0.88865,0.68686,0.86028,0.61056,1.17956,0.0016766,0.0016766,0.0016766
51,1393.11,0.77919,0.48009,1.08689,0.93782,0.856,0.89269,0.71424,0.81473,0.57484,1.16117,0.00167,0.00167,0.00167
52,1419.86,0.77039,0.47078,1.08197,0.97506,0.82933,0.89652,0.70175,0.80603,0.56187,1.17622,0.0016634,0.0016634,0.0016634
53,1446.5,0.75487,0.4682,1.07694,0.94304,0.83877,0.88505,0.70001,0.83276,0.6013,1.20109,0.0016568,0.0016568,0.0016568
54,1474.07,0.77074,0.47241,1.07811,0.95816,0.82667,0.88948,0.66367,0.89789,0.61666,1.23559,0.0016502,0.0016502,0.0016502
55,1501.7,0.76077,0.46557,1.07289,0.97151,0.84,0.8946,0.73708,0.74245,0.54879,1.13163,0.0016436,0.0016436,0.0016436
56,1528.5,0.76081,0.46403,1.07318,0.96964,0.85163,0.89748,0.7111,0.84362,0.5836,1.19629,0.001637,0.001637,0.001637
57,1555.44,0.75363,0.47588,1.07131,0.95694,0.82968,0.88131,0.7214,0.76342,0.61274,1.15364,0.0016304,0.0016304,0.0016304
58,1582.59,0.72777,0.45644,1.05878,0.96359,0.84696,0.89481,0.70951,0.80895,0.58706,1.14894,0.0016238,0.0016238,0.0016238
59,1610.72,0.74234,0.46382,1.05219,0.9577,0.82933,0.89675,0.68962,0.86281,0.61103,1.21022,0.0016172,0.0016172,0.0016172
60,1637.59,0.74133,0.45995,1.06235,0.95734,0.85067,0.89911,0.68922,0.90154,0.62027,1.23959,0.0016106,0.0016106,0.0016106
61,1665.66,0.72746,0.44976,1.04951,0.96622,0.83901,0.8941,0.71959,0.78946,0.5742,1.14689,0.001604,0.001604,0.001604
62,1692.54,0.74006,0.44535,1.06258,0.96668,0.85097,0.89619,0.72471,0.76684,0.54157,1.1665,0.0015974,0.0015974,0.0015974
63,1720.44,0.71627,0.44006,1.04058,0.94575,0.80267,0.88147,0.71943,0.75078,0.5942,1.13819,0.0015908,0.0015908,0.0015908
64,1747.92,0.73,0.45565,1.05977,0.96668,0.84267,0.89586,0.718,0.79796,0.56819,1.16913,0.0015842,0.0015842,0.0015842
65,1774.68,0.70973,0.43348,1.04231,0.97465,0.85333,0.89122,0.73062,0.75788,0.54737,1.13343,0.0015776,0.0015776,0.0015776
66,1801.39,0.72819,0.44217,1.06772,0.9639,0.83733,0.89192,0.72243,0.76007,0.5416,1.1364,0.001571,0.001571,0.001571
67,1828.81,0.70895,0.44422,1.04388,0.96885,0.85333,0.9036,0.73759,0.74647,0.50649,1.11637,0.0015644,0.0015644,0.0015644
68,1856.61,0.71373,0.43889,1.04249,0.96709,0.864,0.89847,0.74281,0.74638,0.53222,1.13747,0.0015578,0.0015578,0.0015578
69,1883.93,0.72041,0.44972,1.05079,0.96219,0.83467,0.89108,0.7245,0.77352,0.55125,1.14624,0.0015512,0.0015512,0.0015512
70,1911.71,0.70698,0.42732,1.03257,0.97234,0.84366,0.91418,0.75183,0.72277,0.49469,1.11192,0.0015446,0.0015446,0.0015446
71,1938.54,0.70089,0.43805,1.04121,0.96349,0.84456,0.89636,0.73106,0.76591,0.55093,1.13963,0.001538,0.001538,0.001538
72,1966.44,0.73802,0.4583,1.05565,0.9667,0.84533,0.90308,0.73651,0.758,0.54841,1.13076,0.0015314,0.0015314,0.0015314
73,1993.49,0.70707,0.4311,1.03686,0.97167,0.84,0.89466,0.73432,0.75673,0.54273,1.15503,0.0015248,0.0015248,0.0015248
74,2020.38,0.69812,0.43342,1.03478,0.96514,0.85067,0.90473,0.74545,0.72796,0.5402,1.10412,0.0015182,0.0015182,0.0015182
75,2047.43,0.7029,0.43122,1.02467,0.96543,0.82133,0.89226,0.72625,0.77024,0.58367,1.14383,0.0015116,0.0015116,0.0015116
76,2074.93,0.67032,0.41872,1.0245,0.97042,0.856,0.90003,0.74656,0.70956,0.51679,1.0892,0.001505,0.001505,0.001505
77,2102.36,0.68925,0.4186,1.02425,0.95774,0.85867,0.89313,0.73929,0.71589,0.53248,1.10819,0.0014984,0.0014984,0.0014984
78,2129.23,0.67814,0.41503,1.02306,0.96693,0.85767,0.89494,0.74532,0.69969,0.52925,1.09947,0.0014918,0.0014918,0.0014918
79,2156.63,0.68988,0.42699,1.0275,0.97403,0.84267,0.9022,0.73747,0.72415,0.51183,1.10676,0.0014852,0.0014852,0.0014852
80,2183.38,0.66824,0.4158,1.01348,0.9804,0.85333,0.90103,0.74199,0.7116,0.51058,1.09854,0.0014786,0.0014786,0.0014786
81,2211.76,0.6952,0.41762,1.02658,0.97754,0.84,0.89907,0.75169,0.69434,0.51753,1.07595,0.001472,0.001472,0.001472
82,2238.92,0.69564,0.41259,1.02039,0.9635,0.84467,0.89473,0.7317,0.76871,0.54437,1.16321,0.0014654,0.0014654,0.0014654
83,2265.89,0.68208,0.41526,1.02141,0.97092,0.848,0.89355,0.73106,0.76245,0.53657,1.12595,0.0014588,0.0014588,0.0014588
84,2294.52,0.67773,0.41194,1.01467,0.95521,0.85067,0.89398,0.71373,0.80853,0.55678,1.16442,0.0014522,0.0014522,0.0014522
85,2323.18,0.68,0.41775,1.02111,0.95534,0.85564,0.89349,0.74874,0.69807,0.51719,1.10522,0.0014456,0.0014456,0.0014456
86,2350.58,0.68741,0.41659,1.02455,0.95393,0.86133,0.9,0.73925,0.716,0.50952,1.09023,0.001439,0.001439,0.001439
87,2377.24,0.68137,0.41514,1.01704,0.96922,0.83964,0.89238,0.72988,0.74214,0.52846,1.12124,0.0014324,0.0014324,0.0014324
88,2403.9,0.66077,0.40245,1.00598,0.9609,0.85187,0.89672,0.75185,0.68611,0.50066,1.08929,0.0014258,0.0014258,0.0014258
89,2431.49,0.68205,0.41119,1.01555,0.95467,0.84234,0.88737,0.73077,0.73508,0.53727,1.09456,0.0014192,0.0014192,0.0014192
90,2459.9,0.68545,0.41336,1.01642,0.97495,0.832,0.89495,0.74332,0.71002,0.52564,1.08986,0.0014126,0.0014126,0.0014126
91,2486.72,0.66736,0.41342,1.01369,0.95853,0.82933,0.89213,0.71531,0.80248,0.57342,1.16313,0.001406,0.001406,0.001406
92,2513.43,0.65823,0.40763,1.006,0.95236,0.856,0.89926,0.76617,0.66498,0.53003,1.05954,0.0013994,0.0013994,0.0013994
93,2540.77,0.66699,0.4056,1.00268,0.96332,0.83733,0.89617,0.74298,0.69308,0.51675,1.07413,0.0013928,0.0013928,0.0013928
94,2568.56,0.65839,0.39756,1.00798,0.95809,0.85344,0.90292,0.73807,0.7298,0.50825,1.11102,0.0013862,0.0013862,0.0013862
95,2595.62,0.67668,0.40193,1.00646,0.9742,0.85067,0.89993,0.73236,0.73504,0.50806,1.10227,0.0013796,0.0013796,0.0013796
96,2622.3,0.6623,0.39903,1.00176,0.96379,0.85169,0.90253,0.75879,0.66392,0.47888,1.07179,0.001373,0.001373,0.001373
97,2649.16,0.64526,0.38874,1.002,0.95831,0.85812,0.90918,0.76754,0.66561,0.47056,1.07406,0.0013664,0.0013664,0.0013664
98,2676.8,0.65268,0.39299,1.00311,0.97568,0.84533,0.90001,0.75327,0.69243,0.51835,1.0906,0.0013598,0.0013598,0.0013598
99,2704.29,0.65404,0.39516,1.00947,0.97166,0.84533,0.89993,0.75583,0.67259,0.5353,1.06697,0.0013532,0.0013532,0.0013532
100,2731.21,0.65998,0.40802,1.00508,0.97008,0.848,0.87781,0.72213,0.74058,0.57902,1.12622,0.0013466,0.0013466,0.0013466
101,2757.93,0.64549,0.40186,1.00597,0.96906,0.85067,0.90318,0.75714,0.68987,0.52166,1.07409,0.00134,0.00134,0.00134
102,2784.65,0.65532,0.39691,0.99981,0.97925,0.84,0.89266,0.73504,0.72521,0.52697,1.11035,0.0013334,0.0013334,0.0013334
103,2812.6,0.64052,0.38748,0.99352,0.95298,0.86481,0.90319,0.7509,0.70212,0.49826,1.08084,0.0013268,0.0013268,0.0013268
104,2840.46,0.65324,0.3831,0.9958,0.97247,0.84533,0.88507,0.74141,0.70751,0.52732,1.10316,0.0013202,0.0013202,0.0013202
105,2867.45,0.65202,0.38753,0.9963,0.97438,0.85333,0.89308,0.76221,0.66599,0.49385,1.07653,0.0013136,0.0013136,0.0013136
106,2894.29,0.63555,0.3813,0.99413,0.97847,0.85333,0.8993,0.74319,0.70081,0.47478,1.10015,0.001307,0.001307,0.001307
107,2922.31,0.66054,0.39853,1.00938,0.96657,0.85867,0.88486,0.72931,0.71878,0.52257,1.09143,0.0013004,0.0013004,0.0013004
108,2949.44,0.62285,0.37615,0.98145,0.98456,0.85039,0.90359,0.76906,0.65577,0.49647,1.06119,0.0012938,0.0012938,0.0012938
109,2976.15,0.61669,0.37207,0.99599,0.96989,0.85888,0.90059,0.76125,0.6848,0.49466,1.08528,0.0012872,0.0012872,0.0012872
110,3003.26,0.62521,0.37727,0.99013,0.97572,0.85731,0.90147,0.76051,0.6592,0.46823,1.0617,0.0012806,0.0012806,0.0012806
111,3030.34,0.63763,0.38278,0.99337,0.96986,0.8581,0.9043,0.76861,0.67412,0.46565,1.07041,0.001274,0.001274,0.001274
112,3057.85,0.63501,0.37912,0.98678,0.96277,0.85867,0.88692,0.73265,0.74594,0.53263,1.10455,0.0012674,0.0012674,0.0012674
113,3084.54,0.61418,0.37289,0.97988,0.98045,0.848,0.89658,0.74083,0.72521,0.49965,1.10248,0.0012608,0.0012608,0.0012608
114,3111.38,0.63655,0.37392,0.99846,0.96986,0.85799,0.8976,0.74254,0.69956,0.48729,1.09915,0.0012542,0.0012542,0.0012542
115,3138.4,0.62792,0.38715,0.98345,0.96201,0.85333,0.89317,0.74045,0.72631,0.52037,1.0945,0.0012476,0.0012476,0.0012476
116,3166.33,0.62077,0.37732,0.99497,0.98163,0.85503,0.90412,0.76682,0.68445,0.48576,1.08716,0.001241,0.001241,0.001241
117,3193.37,0.61802,0.37664,0.98373,0.96568,0.86667,0.89627,0.73808,0.7342,0.4887,1.11944,0.0012344,0.0012344,0.0012344
118,3220.38,0.61962,0.37368,0.98519,0.95869,0.86645,0.89239,0.7512,0.71244,0.50588,1.10602,0.0012278,0.0012278,0.0012278
119,3248.85,0.62157,0.36566,0.98489,0.96724,0.86608,0.89949,0.74146,0.75451,0.52936,1.15648,0.0012212,0.0012212,0.0012212
120,3276.49,0.632,0.38152,1.00467,0.96963,0.85148,0.8972,0.75944,0.66927,0.48303,1.0638,0.0012146,0.0012146,0.0012146
121,3304.08,0.60086,0.37122,0.97458,0.96277,0.86133,0.90359,0.7651,0.67907,0.48409,1.08716,0.001208,0.001208,0.001208
122,3330.78,0.59994,0.3705,0.97631,0.96045,0.856,0.89957,0.75262,0.68787,0.49111,1.07864,0.0012014,0.0012014,0.0012014
123,3357.64,0.60423,0.36293,0.97158,0.98357,0.85867,0.90177,0.7567,0.68544,0.46946,1.06971,0.0011948,0.0011948,0.0011948
124,3384.85,0.60069,0.36986,0.9726,0.96724,0.86609,0.90499,0.7584,0.68437,0.45997,1.08497,0.0011882,0.0011882,0.0011882
125,3412.9,0.61621,0.37078,0.9816,0.98437,0.83959,0.9101,0.76707,0.67337,0.47221,1.06581,0.0011816,0.0011816,0.0011816
126,3439.9,0.59587,0.36201,0.9795,0.96998,0.86161,0.90735,0.76269,0.69958,0.46466,1.09088,0.001175,0.001175,0.001175
127,3468.27,0.62177,0.37375,0.98961,0.98119,0.85067,0.89519,0.7506,0.69701,0.47781,1.08629,0.0011684,0.0011684,0.0011684
128,3495.27,0.62015,0.36983,0.978,0.96449,0.86924,0.90251,0.75421,0.68857,0.47179,1.0769,0.0011618,0.0011618,0.0011618
129,3523.32,0.61578,0.37151,0.97789,0.98032,0.856,0.90349,0.75601,0.68757,0.45957,1.08289,0.0011552,0.0011552,0.0011552
130,3550.69,0.61437,0.36843,0.97902,0.95903,0.85867,0.89891,0.76384,0.64313,0.45717,1.05725,0.0011486,0.0011486,0.0011486
131,3577.7,0.62722,0.37266,0.99033,0.97846,0.84804,0.90544,0.76901,0.66248,0.45542,1.06248,0.001142,0.001142,0.001142
132,3605.08,0.61668,0.36488,0.97639,0.97012,0.86588,0.90724,0.77258,0.64534,0.45261,1.0712,0.0011354,0.0011354,0.0011354
133,3633.45,0.58314,0.36083,0.97073,0.97275,0.86667,0.91047,0.77525,0.6596,0.42248,1.07166,0.0011288,0.0011288,0.0011288
134,3661.99,0.6158,0.36537,0.97645,0.9755,0.86667,0.90241,0.75487,0.68532,0.45099,1.08992,0.0011222,0.0011222,0.0011222
135,3688.97,0.60782,0.35722,0.97836,0.96991,0.85954,0.90003,0.76913,0.66479,0.4732,1.08633,0.0011156,0.0011156,0.0011156
136,3715.83,0.59617,0.3574,0.98037,0.9503,0.86677,0.90279,0.76425,0.66535,0.48038,1.08591,0.001109,0.001109,0.001109
137,3743.51,0.58261,0.35476,0.97369,0.97551,0.84989,0.90036,0.76525,0.64552,0.45791,1.06881,0.0011024,0.0011024,0.0011024
138,3771.79,0.59148,0.35705,0.97218,0.97231,0.85333,0.91065,0.77168,0.65722,0.44455,1.07039,0.0010958,0.0010958,0.0010958
139,3799.82,0.589,0.36028,0.95714,0.96435,0.86562,0.89836,0.76216,0.66306,0.46992,1.07805,0.0010892,0.0010892,0.0010892
140,3826.96,0.59538,0.35614,0.97735,0.9684,0.85867,0.91248,0.77171,0.66626,0.44724,1.08299,0.0010826,0.0010826,0.0010826
141,3853.82,0.5908,0.35052,0.96965,0.96714,0.86322,0.90205,0.76234,0.65917,0.46289,1.06508,0.001076,0.001076,0.001076
142,3882.01,0.59495,0.3513,0.97279,0.96795,0.85333,0.90311,0.75636,0.66429,0.46734,1.06444,0.0010694,0.0010694,0.0010694
143,3910.44,0.59005,0.35283,0.95952,0.978,0.85067,0.90646,0.76124,0.68283,0.45458,1.07492,0.0010628,0.0010628,0.0010628
144,3938.44,0.58858,0.35801,0.95889,0.97818,0.856,0.89903,0.7495,0.70115,0.46329,1.0888,0.0010562,0.0010562,0.0010562
145,3965.44,0.56961,0.35257,0.95399,0.97365,0.856,0.90238,0.7633,0.66765,0.47113,1.06157,0.0010496,0.0010496,0.0010496
146,3993.28,0.57234,0.33915,0.94535,0.9757,0.84533,0.89918,0.76106,0.64549,0.45989,1.05602,0.001043,0.001043,0.001043
147,4021.54,0.58047,0.34799,0.95933,0.96122,0.85919,0.8966,0.76594,0.6447,0.46824,1.04777,0.0010364,0.0010364,0.0010364
148,4048.69,0.57265,0.34417,0.95555,0.95557,0.86025,0.90523,0.76441,0.67324,0.45364,1.08438,0.0010298,0.0010298,0.0010298
149,4075.73,0.58705,0.34991,0.95322,0.96118,0.85827,0.90946,0.76759,0.65283,0.45406,1.06086,0.0010232,0.0010232,0.0010232
150,4102.74,0.57166,0.34062,0.95676,0.96647,0.856,0.89815,0.76166,0.65863,0.45651,1.05634,0.0010166,0.0010166,0.0010166
151,4131.32,0.5713,0.33777,0.95268,0.98144,0.8462,0.90532,0.76542,0.65998,0.47535,1.06078,0.00101,0.00101,0.00101
152,4158.6,0.5744,0.33753,0.95647,0.96551,0.864,0.89891,0.75911,0.66536,0.47214,1.07125,0.0010034,0.0010034,0.0010034
153,4185.62,0.58495,0.35596,0.96372,0.98136,0.86133,0.90018,0.76147,0.65906,0.45515,1.06057,0.0009968,0.0009968,0.0009968
154,4212.7,0.56621,0.33961,0.95647,0.97918,0.848,0.90222,0.75679,0.67299,0.43973,1.07318,0.0009902,0.0009902,0.0009902
155,4240.41,0.58356,0.34258,0.96116,0.96932,0.85067,0.90465,0.76459,0.66032,0.441,1.0727,0.0009836,0.0009836,0.0009836
156,4269.42,0.5714,0.34313,0.95948,0.97803,0.85067,0.9049,0.76216,0.67606,0.47843,1.06541,0.000977,0.000977,0.000977
157,4296.82,0.56444,0.34686,0.95562,0.9732,0.856,0.91234,0.77259,0.67071,0.4343,1.06327,0.0009704,0.0009704,0.0009704
158,4324.88,0.57058,0.33614,0.95744,0.97504,0.86667,0.90751,0.77778,0.63637,0.4345,1.06441,0.0009638,0.0009638,0.0009638
159,4353.87,0.58505,0.34469,0.95449,0.97552,0.85005,0.90944,0.77106,0.65419,0.47106,1.07102,0.0009572,0.0009572,0.0009572
160,4384.24,0.56716,0.33901,0.95335,0.97446,0.86667,0.91475,0.77586,0.67183,0.43029,1.08443,0.0009506,0.0009506,0.0009506
161,4414.99,0.57022,0.34453,0.95824,0.97126,0.864,0.91353,0.77645,0.66077,0.43959,1.07379,0.000944,0.000944,0.000944
162,4442.71,0.55344,0.32977,0.95177,0.96984,0.85764,0.90078,0.75868,0.6741,0.43299,1.0693,0.0009374,0.0009374,0.0009374
163,4472.91,0.55593,0.32851,0.9444,0.96854,0.85067,0.89426,0.76196,0.65208,0.44845,1.06089,0.0009308,0.0009308,0.0009308
164,4501.6,0.54972,0.32975,0.94942,0.95343,0.87346,0.90728,0.77188,0.64452,0.42721,1.05523,0.0009242,0.0009242,0.0009242
165,4528.67,0.5597,0.34328,0.96385,0.9703,0.864,0.90707,0.76601,0.66472,0.45604,1.07357,0.0009176,0.0009176,0.0009176
166,4555.67,0.55682,0.33072,0.94657,0.97865,0.85585,0.90499,0.77691,0.65008,0.43896,1.06236,0.000911,0.000911,0.000911
167,4585.3,0.56337,0.33815,0.95209,0.97278,0.85779,0.89693,0.75366,0.69401,0.48941,1.09334,0.0009044,0.0009044,0.0009044
168,4621.25,0.54559,0.33046,0.94659,0.96942,0.85333,0.90671,0.78217,0.6528,0.45221,1.05437,0.0008978,0.0008978,0.0008978
169,4650.56,0.55842,0.32692,0.95626,0.9795,0.85333,0.90859,0.77946,0.63253,0.42184,1.04645,0.0008912,0.0008912,0.0008912
170,4680.66,0.54714,0.32523,0.94046,0.97525,0.85333,0.91067,0.76972,0.67753,0.47176,1.07057,0.0008846,0.0008846,0.0008846
171,4708.44,0.54899,0.33073,0.93878,0.97598,0.85067,0.9124,0.78342,0.6279,0.43418,1.03827,0.000878,0.000878,0.000878
172,4738.45,0.55213,0.33495,0.95443,0.97896,0.8687,0.91431,0.78794,0.62901,0.42608,1.03662,0.0008714,0.0008714,0.0008714
173,4769.43,0.5531,0.32281,0.94369,0.96982,0.85696,0.89883,0.76572,0.64672,0.4505,1.05003,0.0008648,0.0008648,0.0008648
174,4798.28,0.5426,0.32494,0.93784,0.97559,0.85867,0.90783,0.77047,0.68102,0.45283,1.07977,0.0008582,0.0008582,0.0008582
175,4825.26,0.54856,0.32646,0.94928,0.97985,0.85333,0.90804,0.77257,0.64521,0.43798,1.05708,0.0008516,0.0008516,0.0008516
176,4853.36,0.5409,0.31747,0.93818,0.98163,0.85493,0.91634,0.78867,0.64043,0.41783,1.03569,0.000845,0.000845,0.000845
177,4881.41,0.54968,0.33308,0.94302,0.98136,0.85067,0.91245,0.7842,0.63958,0.44893,1.041,0.0008384,0.0008384,0.0008384
178,4911.09,0.54772,0.32777,0.95186,0.96981,0.86667,0.90871,0.77445,0.66696,0.4301,1.06329,0.0008318,0.0008318,0.0008318
179,4940.06,0.54867,0.32417,0.94884,0.98007,0.85333,0.9062,0.77347,0.63862,0.4359,1.05087,0.0008252,0.0008252,0.0008252
180,4967.88,0.5415,0.32664,0.94291,0.98004,0.85333,0.89712,0.75906,0.6719,0.47055,1.0734,0.0008186,0.0008186,0.0008186
181,4995.27,0.53801,0.31919,0.94379,0.98158,0.85283,0.89397,0.7685,0.64114,0.45873,1.04327,0.000812,0.000812,0.000812
182,5024.2,0.54739,0.32255,0.94445,0.96432,0.86479,0.89876,0.7654,0.65281,0.46362,1.04838,0.0008054,0.0008054,0.0008054
183,5054.48,0.52896,0.31934,0.93854,0.97574,0.85794,0.90983,0.77679,0.64106,0.42104,1.03981,0.0007988,0.0007988,0.0007988
184,5084.21,0.53522,0.32342,0.9362,0.98119,0.85867,0.91118,0.78744,0.63949,0.40834,1.04246,0.0007922,0.0007922,0.0007922
185,5114.14,0.52773,0.32269,0.93982,0.96711,0.86248,0.90316,0.77002,0.64986,0.43902,1.06118,0.0007856,0.0007856,0.0007856
186,5142.39,0.54376,0.32239,0.94426,0.97865,0.85546,0.90729,0.77088,0.6547,0.43607,1.05998,0.000779,0.000779,0.000779
